,Date,T,K,Price,Implied_vol_bis,s2k,s2k2,s2t,lv,p_bs,p_lv
0,39892,0.07123287671232877,400,370.25,0.7359340371704101,0.0026661415512084963,-8.139109281921399e-05,-0.40527347190039487,0.3968186441910409,370.24999978940264,370.2380105984289
1,39892,0.07123287671232877,450,320.55,0.8183716817188261,-0.001106041338157646,1.543906985092101e-05,-0.8601250478922008,0.9690882747319497,320.55000051113586,321.29829234199195
2,39892,0.07123287671232877,475,295.75,0.790720648264885,-0.0007200645918846208,-1.6244090080260114e-05,-1.399406047103955,1.081459730050528,295.7500007016577,298.63417185308583
3,39892,0.07123287671232877,490,280.95,0.7799196793866157,-0.0009637259430885226,-1.926212121963623e-05,-2.831776902619853,1.0969270646300289,280.94999986242783,284.98758225362405
4,39892,0.07123287671232877,500,271.1,0.7702824199557304,-0.0011563471552848848,-8.278573219298123e-06,-2.629357721447518,0.9896581466480272,271.0999999815117,273.75307376144104
5,39892,0.07123287671232877,525,246.55,0.7413737410736083,-0.001363311485767338,-3.340449306965311e-05,-2.263219246158854,0.7608221056015964,246.54999983019138,246.76008184102778
6,39892,0.07123287671232877,530,241.64999999999998,0.7345571836447716,-0.0015303339511156034,5.341357222795496e-05,-2.211750447605124,0.5319860645551655,241.65000036628265,240.4177672756624
7,39892,0.07123287671232877,540,231.85000000000002,0.7192538441336156,-0.0009961982288360538,-2.9954610729218115e-05,-2.057974960799728,2.190212801294629,231.84999984009335,291.627580145797
8,39892,0.07123287671232877,550,222.14999999999998,0.7092918618452551,-0.001295744336128235,-1.073588125705756e-05,-1.9644473848160904,1.1327155495910017,222.14999987439808,233.3187139625449
9,39892,0.07123287671232877,560,212.45,0.6963344184839727,-0.0014031031486988106,7.611039662360509e-06,-1.8293800549440078,0.7872532129459516,212.4499992404734,214.17590329113693
10,39892,0.07123287671232877,575,197.95,0.6752878712534905,-0.001288937553763403,5.2368117213255063e-05,-1.656304351416974,0.48526830023796724,197.94999964545661,195.6753105017458
11,39892,0.07123287671232877,580,193.14999999999998,0.6688431834846735,-0.0010270969676971276,-2.962917262316232e-05,-1.5946555432220664,2.3210906474577153,193.14999987364104,275.59581874730725
12,39892,0.07123287671232877,590,183.64999999999998,0.6585722138077023,-0.0013233886939287508,1.904826189280118e-05,-1.5314302398690147,0.6248870876058435,183.64999982428037,182.93438376686618
13,39892,0.07123287671232877,600,174.14999999999998,0.6453383268684147,-0.001132906075000739,-2.9432479262352398e-05,-1.4455419445136808,3.4260087589306396,174.14999971738564,334.86994217059873
14,39892,0.07123287671232877,605,169.45,0.639673796493411,-0.001280068471312501,-2.6719302964210972e-05,-1.406262040880267,3.826732361509941,169.44999999156164,357.8429496657999
15,39892,0.07123287671232877,610,164.75,0.6332734541368485,-0.001413664986133556,4.022081208228554e-05,-1.3650144319792388,0.5019029071290404,164.74999939996383,161.84512326307959
16,39892,0.07123287671232877,615,160.05,0.6262051292061808,-0.0012125609257221282,-2.8540802693370876e-05,-1.3104520821824692,3.677621596675432,160.0499990720341,344.56002376522866
17,39892,0.07123287671232877,620,155.4,0.6201423245775701,-0.0013552649391889826,-0.00014398907675742035,-1.2763437664113437,1.9905255692137618,155.40000033793126,232.39377565734753
18,39892,0.07123287671232877,625,150.75,0.6133659998816252,-0.0020752103229760843,0.00015514933884142488,-1.239712980689056,0.3034295417520915,150.75000018519256,145.43051854706653
19,39892,0.07123287671232877,630,146,0.6029899482667448,-0.00129946362876896,7.933537302018848e-05,-1.1418463523591242,0.3789854220788644,145.9999991778651,140.96107942221045
20,39892,0.07123287671232877,635,141.4,0.5964926301229,-0.0009027867636680175,-3.560507454873907e-05,-1.1018966908024361,3.0345539851444756,141.3999991488397,294.4669628644961
21,39892,0.07123287671232877,640,136.9,0.5919786963045599,-0.0010808121364117129,-3.255573141573544e-05,-1.0946365770726882,3.4334982910458627,136.90000069360315,318.84494696416675
22,39892,0.07123287671232877,645,132.4,0.5865746356225013,-0.00124359079349039,-3.007381882667915e-05,-1.0636917408660589,3.924800783404737,132.39999997923348,348.99449595199997
23,39892,0.07123287671232877,650,127.9,0.5803566816550494,-0.0013939598876237858,6.111560740470257e-05,-1.029367812770444,0.4000862246524851,127.89999973354804,122.14409657571957
24,39892,0.07123287671232877,655,123.4,0.5733868822169305,-0.001088381850600273,-3.356661608217679e-05,-0.992019873262568,3.5485962100872968,123.39999925775919,320.6244008277067
25,39892,0.07123287671232877,660,119,0.5679449729639291,-0.001256214931011157,5.045125100612055e-05,-0.9642525022847296,0.4096435104775727,118.9999996729997,113.1225977535662
26,39892,0.07123287671232877,665,114.6,0.5616638983088733,-0.0010039586759805542,-3.579580750465716e-05,-0.9326122677702998,3.4193674683591397,114.59999920741734,308.11856977074194
27,39892,0.07123287671232877,670,110.3,0.5566441049289705,-0.00118293771350384,4.1797935211649326e-05,-0.9083646223057079,0.41870198683905535,110.30000012763844,104.42309273806018
28,39892,0.07123287671232877,675,106,0.5507294163614513,-0.0009739480374455934,-3.712974611518758e-05,-0.8796982839064962,3.4514380993204745,105.9999992796836,306.50481963616124
