,Strike,Expiry,Type,Last_y,Bid_y,Ask_y,Vol_y,Underlying_Price_y,TtM_y,Implied_vol_bis,BS_Price,Avr_Price
760,1637.5,2019-03-08,put,72.61,46.4,48.3,1.0,1629.09,0.06575342465753424,0.2684157357602939,47.7778093282451,47.349999999999994
761,1637.5,2019-03-22,call,49.95,54.2,55.4,1.0,1629.09,0.10410958904109589,0.29697478459988724,60.196728020021396,54.8
762,1637.5,2019-03-22,put,67.35,57.6,59.55,1.0,1629.09,0.10410958904109589,0.2704560259132833,58.9601139712106,58.575
763,1637.5,2019-03-29,call,44.68,59.4,60.75,2.0,1629.09,0.1232876712328767,0.29821313544992356,66.32453257068187,60.075
764,1640.0,2019-02-22,call,24.28,22.8,23.25,70.0,1629.09,0.0273972602739726,0.30121412816967813,27.817658629113794,23.025
765,1640.0,2019-02-22,put,32.15,33.25,33.9,21.0,1629.09,0.0273972602739726,0.24708235490065067,31.862038576563464,33.575
766,1640.0,2019-03-01,call,32.64,32.75,33.55,16.0,1629.09,0.04657534246575343,0.2987821615542471,37.633563883933675,33.15
767,1640.0,2019-03-01,put,52.32,40.85,42.0,10.0,1629.09,0.04657534246575343,0.2567028102206439,40.821095815068816,41.425
768,1640.0,2019-03-08,call,36.12,40.05,41.2,3.0,1629.09,0.06575342465753424,0.3003051232451759,46.110130858328375,40.625
769,1640.0,2019-03-08,put,74.21,47.65,48.85,1.0,1629.09,0.06575342465753424,0.2657386975473911,48.676877299236025,48.25
770,1640.0,2019-03-22,call,39.04,52.25,53.45,19.0,1629.09,0.10410958904109589,0.29922056799143554,59.50379290233275,52.85
771,1640.0,2019-03-22,put,84.48,58.4,59.7,2.0,1629.09,0.10410958904109589,0.27027194840673363,60.25062248806489,59.05
772,1640.0,2019-03-29,call,60.11,58.3,59.6,2.0,1629.09,0.1232876712328767,0.2976447547512222,65.02856037444258,58.95
773,1640.0,2019-04-18,call,73.96,72.8,74.05,13.0,1629.09,0.1780821917808219,0.2976303602500725,79.73014215503986,73.425
774,1640.0,2019-04-18,put,77.05,75.6,76.45,2.0,1629.09,0.1780821917808219,0.2768576347794104,77.95336524233062,76.025
775,1642.5,2019-02-15,call,11.1,11.05,11.4,163.0,1629.09,0.00821917808219178,0.34089215335678297,14.2944364842607,11.225000000000001
776,1642.5,2019-02-15,put,24.65,23.5,24.6,6.0,1629.09,0.00821917808219178,0.21900293370783327,20.536258011563405,24.05
777,1642.5,2019-02-22,call,22.0,21.7,22.2,42.0,1629.09,0.0273972602739726,0.30180730157122015,26.79145402948359,21.95
778,1642.5,2019-02-22,put,36.1,33.55,34.3,2.0,1629.09,0.0273972602739726,0.23334176047351213,31.838762012501775,33.925
779,1642.5,2019-03-01,call,25.0,31.5,31.85,1.0,1629.09,0.04657534246575343,0.29730946327086544,36.30840072320666,31.675
780,1642.5,2019-03-01,put,69.7,42.1,43.65,1.0,1629.09,0.04657534246575343,0.25065631135094907,41.36676239277347,42.875
781,1642.5,2019-03-08,call,27.6,39.1,40.15,5.0,1629.09,0.06575342465753424,0.2959776198750921,44.25559772520273,39.625
782,1642.5,2019-03-08,put,52.5,76.25,83.45,1.0,1629.09,0.06575342465753424,0.30796100296668705,57.07052747338366,79.85
783,1642.5,2019-03-22,call,45.84,51.0,52.3,1.0,1629.09,0.10410958904109589,0.29693356339029975,57.87609897385789,51.65
784,1642.5,2019-03-22,put,83.8,59.8,60.95,1.0,1629.09,0.10410958904109589,0.26812137864258145,61.14618076929219,60.375
785,1645.0,2019-02-22,call,20.0,21.1,21.6,82.0,1629.09,0.0273972602739726,0.30053479637719693,25.596414265646786,21.35
786,1645.0,2019-02-22,put,35.75,34.5,35.15,18.0,1629.09,0.0273972602739726,0.2434105054117367,34.37879198084079,34.825
787,1645.0,2019-03-01,call,29.44,29.95,30.7,4.0,1629.09,0.04657534246575343,0.3011445025934651,35.74805788846618,30.325
788,1645.0,2019-03-01,put,44.8,43.9,45.5,7.0,1629.09,0.04657534246575343,0.2489654790057615,42.550783747366495,44.7
789,1645.0,2019-03-08,call,38.14,36.8,37.85,2.0,1629.09,0.06575342465753424,0.296305042622257,43.19621551282728,37.325
790,1645.0,2019-03-08,put,87.89,49.6,51.4,2.0,1629.09,0.06575342465753424,0.2633039928475023,51.02923402923682,50.5
791,1645.0,2019-03-22,call,47.1,50.25,51.2,1.0,1629.09,0.10410958904109589,0.2946784248768538,56.27098036611039,50.725
792,1645.0,2019-03-22,put,52.7,61.4,62.8,9.0,1629.09,0.10410958904109589,0.2695290083045978,62.80505668990247,62.099999999999994
793,1645.0,2019-04-18,call,70.9,70.35,71.1,17.0,1629.09,0.1780821917808219,0.2947758876450547,76.64457135780663,70.725
794,1645.0,2019-04-18,put,92.65,77.9,79.4,1.0,1629.09,0.1780821917808219,0.27313970072137206,79.60554484596742,78.65
795,1647.5,2019-02-15,call,8.85,8.85,9.3,155.0,1629.09,0.00821917808219178,0.3470743569076061,12.77280740146955,9.075
796,1647.5,2019-02-15,put,28.0,27.45,28.3,10.0,1629.09,0.00821917808219178,0.1726058057232201,21.713439634369024,27.875
797,1647.5,2019-02-22,call,19.35,19.9,20.4,36.0,1629.09,0.0273972602739726,0.29840091588973994,24.341475935125573,20.15
798,1647.5,2019-02-22,put,38.95,36.35,37.15,1.0,1629.09,0.0273972602739726,0.2418495365008339,35.72494173460336,36.75
799,1647.5,2019-03-01,call,29.05,28.75,29.75,3.0,1629.09,0.04657534246575343,0.29954840797051785,34.452239705612556,29.25
800,1647.5,2019-03-01,put,45.05,44.75,46.05,1.0,1629.09,0.04657534246575343,0.251433353643082,44.340079943851606,45.4
801,1647.5,2019-03-08,call,35.3,36.1,37.2,3.0,1629.09,0.06575342465753424,0.29619791832746933,42.08425986558916,36.650000000000006
802,1647.5,2019-03-08,put,56.23,52.2,53.65,1.0,1629.09,0.06575342465753424,0.2604399825816229,51.966986620491866,52.925
803,1647.5,2019-03-22,call,38.0,49.1,50.05,2.0,1629.09,0.10410958904109589,0.28880782185657883,53.92473109741832,49.575
804,1647.5,2019-03-22,put,61.03,62.05,63.45,3.0,1629.09,0.10410958904109589,0.2655368290111143,63.35031818235893,62.75
805,1650.0,2019-02-22,call,18.79,18.6,19.0,250.0,1629.09,0.0273972602739726,0.29620095629736787,23.112058696195618,18.8
806,1650.0,2019-02-22,put,39.0,37.45,38.5,16.0,1629.09,0.0273972602739726,0.23238499553296715,36.29518171416407,37.975
807,1650.0,2019-03-01,call,27.97,27.8,28.95,42.0,1629.09,0.04657534246575343,0.29695390344627204,33.04222784750766,28.375
808,1650.0,2019-03-01,put,48.39,47.4,48.35,13.0,1629.09,0.04657534246575343,0.2531467425888032,46.04965492819724,47.875
809,1650.0,2019-03-08,call,36.0,35.5,36.35,27.0,1629.09,0.06575342465753424,0.29433763766983534,40.70157805854433,35.925
810,1650.0,2019-03-08,put,52.08,52.15,53.65,16.0,1629.09,0.06575342465753424,0.2561956909020617,52.701623443168614,52.9
811,1650.0,2019-03-22,call,35.29,46.9,48.2,5.0,1629.09,0.10410958904109589,0.29114387076575315,53.31395955028256,47.55
812,1650.0,2019-03-22,put,85.69,64.15,65.7,5.0,1629.09,0.10410958904109589,0.2647385274489411,64.58258589042623,64.92500000000001
813,1650.0,2019-03-29,call,41.05,53.5,54.75,6.0,1629.09,0.1232876712328767,0.2959724305531196,60.125994853973566,54.125
814,1650.0,2019-03-29,put,68.12,68.5,69.95,1.0,1629.09,0.1232876712328767,0.2663453918707558,69.40863632272169,69.225
815,1652.5,2019-02-15,call,7.92,7.5,7.85,162.0,1629.09,0.00821917808219178,0.3459468919588625,11.016571113273699,7.675
816,1652.5,2019-02-22,call,18.74,17.6,18.05,14.0,1629.09,0.0273972602739726,0.2953807044247911,22.05928974090625,17.825000000000003
817,1652.5,2019-02-22,put,70.05,39.35,40.3,2.0,1629.09,0.0273972602739726,0.22650377265654503,37.292112977236,39.825
818,1652.5,2019-03-01,call,26.5,26.8,27.65,12.0,1629.09,0.04657534246575343,0.29555986641781407,31.82370859150285,27.225
819,1652.5,2019-03-01,put,50.45,46.9,48.4,1.0,1629.09,0.04657534246575343,0.24932784492600713,47.025404823671465,47.65
820,1652.5,2019-03-08,call,28.25,33.3,34.75,1.0,1629.09,0.06575342465753424,0.290674354473725,39.04209209935141,34.025
821,1652.5,2019-03-08,put,70.2,82.85,89.0,1.0,1629.09,0.06575342465753424,0.30365777727879584,61.992314892895365,85.925
822,1652.5,2019-03-22,call,45.45,46.35,47.4,2.0,1629.09,0.10410958904109589,0.2935532547036558,52.73343071606803,46.875
823,1652.5,2019-03-22,put,57.1,65.85,67.15,14.0,1629.09,0.10410958904109589,0.26436363153267656,65.92111665271966,66.5
824,1655.0,2019-02-22,call,17.46,16.5,16.95,24.0,1629.09,0.0273972602739726,0.29455780573723844,21.037064556073688,16.725
825,1655.0,2019-02-22,put,41.6,40.55,41.45,12.0,1629.09,0.0273972602739726,0.2340817473559827,39.69041827567162,41.0
826,1655.0,2019-03-01,call,26.0,25.6,26.4,18.0,1629.09,0.04657534246575343,0.2952086744898558,30.77319542253099,26.0
827,1655.0,2019-03-01,put,51.78,49.65,51.1,16.0,1629.09,0.04657534246575343,0.24648957265403126,48.16834851110082,50.375
828,1655.0,2019-03-08,call,34.7,33.05,33.85,1.0,1629.09,0.06575342465753424,0.2946732877088711,38.66791293349172,33.45
829,1655.0,2019-03-08,put,97.08,55.8,57.1,1.0,1629.09,0.06575342465753424,0.2585934966542571,56.036965046674254,56.45
830,1655.0,2019-03-22,call,69.8,45.65,46.85,6.0,1629.09,0.10410958904109589,0.29565648168368264,52.10344426342692,46.25
831,1655.0,2019-03-22,put,106.0,66.45,67.65,1.0,1629.09,0.10410958904109589,0.26726995172267787,67.96103701249581,67.05000000000001
832,1655.0,2019-04-18,call,64.81,65.5,66.5,11.0,1629.09,0.1780821917808219,0.29244927860801107,71.54440233051548,66.0
833,1655.0,2019-04-18,put,108.55,82.9,84.05,1.0,1629.09,0.1780821917808219,0.2693068649048358,84.05358155745489,83.475
834,1657.5,2019-02-15,call,6.7,6.55,6.55,195.0,1629.09,0.00821917808219178,0.35023139436446127,9.715615566785686,6.55
835,1657.5,2019-02-22,call,16.6,15.7,16.25,41.0,1629.09,0.0273972602739726,0.29916476322248575,20.601506721044302,15.975
836,1657.5,2019-02-22,put,80.81,43.35,44.3,4.0,1629.09,0.0273972602739726,0.2256633632669598,40.52473519262185,43.825
837,1657.5,2019-03-01,call,25.0,24.75,25.3,10.0,1629.09,0.04657534246575343,0.2974028319508769,30.094353579864674,25.025
838,1657.5,2019-03-01,put,72.0,50.65,52.2,1.0,1629.09,0.04657534246575343,0.24401764304401352,49.39350551347002,51.425
839,1657.5,2019-03-08,call,26.5,31.95,33.0,3.0,1629.09,0.06575342465753424,0.29324428143033754,37.41774360845068,32.475
840,1657.5,2019-03-08,put,57.17,57.05,58.35,4.0,1629.09,0.06575342465753424,0.25605171981357033,57.12498074956238,57.7
841,1657.5,2019-03-22,call,32.16,44.0,44.8,3.0,1629.09,0.10410958904109589,0.2941232260990423,50.72951061494325,44.4
842,1660.0,2019-02-22,call,15.19,14.9,15.15,196.0,1629.09,0.0273972602739726,0.2987920186582953,19.680461050288613,15.025
843,1660.0,2019-02-22,put,44.47,44.0,44.65,18.0,1629.09,0.0273972602739726,0.2270043988034129,42.36765013508807,44.325
844,1660.0,2019-03-01,call,25.0,23.6,24.35,19.0,1629.09,0.04657534246575343,0.2942092475857586,28.701489921716416,23.975
845,1660.0,2019-03-01,put,54.43,51.75,53.05,10.0,1629.09,0.04657534246575343,0.24841728842031208,51.57049442527557,52.4
846,1660.0,2019-03-08,call,27.85,30.9,32.0,3.0,1629.09,0.06575342465753424,0.29422098223343496,36.58223957007249,31.45
847,1660.0,2019-03-08,put,57.78,57.8,59.5,11.0,1629.09,0.06575342465753424,0.25348326620716605,58.23487747196373,58.65
848,1660.0,2019-03-22,call,41.2,42.55,43.95,1.0,1629.09,0.10410958904109589,0.2936590881871991,49.59465282042868,43.25
849,1660.0,2019-03-22,put,90.45,69.4,70.5,3.0,1629.09,0.10410958904109589,0.26573803258402273,70.56074394931466,69.95
850,1660.0,2019-03-29,call,38.45,48.95,49.9,1.0,1629.09,0.1232876712328767,0.2837463293128367,53.05972400116548,49.425
851,1660.0,2019-04-18,call,64.15,63.85,64.7,22.0,1629.09,0.1780821917808219,0.2926286557362415,69.43465283785645,64.275
852,1660.0,2019-04-18,put,84.87,86.15,87.25,11.0,1629.09,0.1780821917808219,0.26894487058176664,86.78253834665713,86.7
853,1662.5,2019-02-15,call,5.85,5.15,5.4,123.0,1629.09,0.00821917808219178,0.34519962959483264,8.102604444848055,5.275
854,1662.5,2019-02-22,call,14.25,14.1,14.5,23.0,1629.09,0.0273972602739726,0.2940363831869886,18.34903035609682,14.3
855,1662.5,2019-02-22,put,47.2,45.75,46.8,1.0,1629.09,0.0273972602739726,0.21518729566939176,43.00275549158732,46.275
856,1662.5,2019-03-01,call,24.0,22.8,23.4,3.0,1629.09,0.04657534246575343,0.295705754165426,27.970644801494586,23.1
857,1662.5,2019-03-01,put,95.87,53.55,55.05,1.0,1629.09,0.04657534246575343,0.24432738558867947,52.63751482358589,54.3
858,1662.5,2019-03-08,call,24.5,29.95,31.05,2.0,1629.09,0.06575342465753424,0.29063986764805394,35.021992791591856,30.5
859,1662.5,2019-03-22,call,39.0,42.35,43.05,1.0,1629.09,0.10410958904109589,0.29480153436947615,48.80922402403269,42.7
860,1662.5,2019-03-22,put,96.55,70.35,71.6,1.0,1629.09,0.10410958904109589,0.26185141296563663,71.24198594806296,70.975
861,1665.0,2019-02-22,call,13.5,13.65,13.8,97.0,1629.09,0.0273972602739726,0.2946141711615772,17.584847501993863,13.725000000000001
862,1665.0,2019-02-22,put,55.15,47.5,48.65,21.0,1629.09,0.0273972602739726,0.21043669305808843,44.37664635412625,48.075
863,1665.0,2019-03-01,call,20.25,21.8,22.65,10.0,1629.09,0.04657534246575343,0.29425475194174794,26.863402104086276,22.225
864,1665.0,2019-03-01,put,98.88,54.85,55.9,4.0,1629.09,0.04657534246575343,0.24589160108543928,54.48357674045951,55.375
865,1665.0,2019-03-08,call,25.0,28.9,29.9,2.0,1629.09,0.06575342465753424,0.29294451333619653,34.4407103734186,29.4
866,1665.0,2019-03-08,put,101.9,61.45,62.9,1.0,1629.09,0.06575342465753424,0.25541119058940553,61.66766495575257,62.175
867,1665.0,2019-03-15,put,68.6,67.0,68.25,4.0,1629.09,0.08493150684931507,0.25523184605741867,66.78543011735223,67.625
868,1665.0,2019-03-22,call,29.86,41.0,42.2,2.0,1629.09,0.10410958904109589,0.2907971380039118,46.97193784290323,41.6
869,1665.0,2019-03-22,put,89.0,72.25,73.6,7.0,1629.09,0.10410958904109589,0.26330039422221485,73.04508700234305,72.925
870,1665.0,2019-04-18,call,61.55,60.6,61.65,9.0,1629.09,0.1780821917808219,0.29417313094791026,67.74565088150791,61.125
871,1665.0,2019-04-18,put,94.1,88.2,89.75,2.0,1629.09,0.1780821917808219,0.2693588624325395,89.77549947118769,88.975
872,1667.5,2019-02-15,call,4.4,4.45,4.8,120.0,1629.09,0.00821917808219178,0.3458226611554623,6.93027959997994,4.625
873,1667.5,2019-02-22,call,12.65,12.6,12.95,39.0,1629.09,0.0273972602739726,0.2939602644390613,16.72660761974862,12.774999999999999
874,1667.5,2019-02-22,put,69.35,49.45,50.4,1.0,1629.09,0.0273972602739726,0.21595187315799297,46.715864034620836,49.925
875,1667.5,2019-03-01,call,20.0,20.65,21.4,3.0,1629.09,0.04657534246575343,0.29481548556171355,26.049303071289614,21.025
876,1667.5,2019-03-01,put,67.8,57.35,58.2,2.0,1629.09,0.04657534246575343,0.24781835200291125,56.398617775458206,57.775000000000006
877,1667.5,2019-03-08,call,19.05,27.95,29.05,1.0,1629.09,0.06575342465753424,0.2936040396510996,33.60943568265111,28.5
878,1667.5,2019-03-08,put,80.62,93.85,100.0,2.0,1629.09,0.06575342465753424,0.30625191672511387,71.43599816541212,96.925
879,1667.5,2019-03-22,call,29.91,40.25,41.4,6.0,1629.09,0.10410958904109589,0.2921865724427811,46.26844703857,40.825
880,1670.0,2019-02-22,call,12.55,11.85,12.2,99.0,1629.09,0.0273972602739726,0.288858978401199,15.470403739857261,12.024999999999999
881,1670.0,2019-02-22,put,51.2,51.25,52.2,25.0,1629.09,0.0273972602739726,0.2115399064016342,48.20741014437681,51.725
882,1670.0,2019-03-01,call,21.35,19.85,20.55,24.0,1629.09,0.04657534246575343,0.2934367687677219,24.999277310294588,20.200000000000003
883,1670.0,2019-03-01,put,63.33,58.55,59.65,5.0,1629.09,0.04657534246575343,0.23977839726295325,57.05506764703841,59.099999999999994
884,1670.0,2019-03-08,call,25.5,27.05,27.9,5.0,1629.09,0.06575342465753424,0.2938105955271981,32.723137438535105,27.475
885,1670.0,2019-03-08,put,82.75,64.1,65.5,2.0,1629.09,0.06575342465753424,0.26398521522210916,66.23328182926616,64.8
886,1670.0,2019-03-22,call,28.59,38.35,39.7,3.0,1629.09,0.10410958904109589,0.2932561595014855,45.51280502221891,39.025000000000006
887,1670.0,2019-03-22,put,92.55,74.85,76.3,1.0,1629.09,0.10410958904109589,0.2603153084693104,75.492063829362,75.57499999999999
888,1670.0,2019-03-29,call,33.71,44.65,45.55,1.0,1629.09,0.1232876712328767,0.2913188213241101,50.72025292254341,45.099999999999994
889,1672.5,2019-02-15,call,4.11,3.6,3.75,49.0,1629.09,0.00821917808219178,0.34917167744830246,6.013249074125213,3.675
890,1672.5,2019-02-22,call,12.1,11.05,11.35,32.0,1629.09,0.0273972602739726,0.29456540718123325,15.278131155304436,11.2
891,1672.5,2019-02-22,put,42.49,52.3,53.95,1.0,1629.09,0.0273972602739726,0.19839386745676393,49.04701828309271,53.125
892,1672.5,2019-03-01,call,18.75,19.05,19.55,3.0,1629.09,0.04657534246575343,0.2925405806861817,24.037268166089348,19.3
893,1672.5,2019-03-01,put,77.35,61.0,62.25,1.0,1629.09,0.04657534246575343,0.23494858577983455,58.17229815006749,61.625
894,1672.5,2019-03-08,call,18.8,26.15,27.15,1.0,1629.09,0.06575342465753424,0.2906810562613979,31.3223959703746,26.65
895,1672.5,2019-03-08,put,99.2,65.6,67.1,1.0,1629.09,0.06575342465753424,0.2554094695077464,66.50832619692824,66.35
896,1672.5,2019-03-22,call,28.41,38.45,39.65,1.0,1629.09,0.10410958904109589,0.2916053944588639,44.21235911460133,39.05
897,1672.5,2019-03-22,put,88.65,104.2,113.2,1.0,1629.09,0.10410958904109589,0.29553475427178666,84.25565610018066,108.7
898,1675.0,2019-02-22,call,10.7,10.45,10.85,79.0,1629.09,0.0273972602739726,0.2955834009056538,14.659088662046088,10.649999999999999
899,1675.0,2019-02-22,put,92.0,54.7,55.35,9.0,1629.09,0.0273972602739726,0.2141596534568817,52.28337413628333,55.025000000000006
900,1675.0,2019-03-01,call,16.8,18.25,19.0,23.0,1629.09,0.04657534246575343,0.2900504884492605,22.891959025908136,18.625
901,1675.0,2019-03-01,put,66.25,62.15,63.4,2.0,1629.09,0.04657534246575343,0.2572783816506714,62.72729310449745,62.775
902,1675.0,2019-03-08,call,23.24,24.85,25.9,6.0,1629.09,0.06575342465753424,0.2924478117770515,30.723197276620795,25.375
903,1675.0,2019-03-15,put,78.28,73.25,74.25,14.0,1629.09,0.08493150684931507,0.2545524229954555,72.99228997922489,73.75
904,1675.0,2019-03-22,call,26.91,37.45,38.65,4.0,1629.09,0.10410958904109589,0.2917367508011032,43.29392596524383,38.05
905,1675.0,2019-04-18,call,55.99,57.25,58.05,7.0,1629.09,0.1780821917808219,0.2895088301510177,62.39399105354903,57.65
906,1675.0,2019-04-18,put,120.94,94.05,95.5,3.0,1629.09,0.1780821917808219,0.26934933781017545,95.68581675239636,94.775
907,1677.5,2019-02-15,call,2.97,2.91,3.05,254.0,1629.09,0.00821917808219178,0.3537272241382301,5.255508452249501,2.98
908,1677.5,2019-02-22,call,10.0,9.9,10.2,38.0,1629.09,0.0273972602739726,0.29342891959227624,13.771327758351845,10.05
909,1677.5,2019-02-22,put,58.0,57.0,57.85,2.0,1629.09,0.0273972602739726,0.18548038315184412,52.10690245972614,57.425
910,1677.5,2019-03-01,call,18.75,17.7,18.35,4.0,1629.09,0.04657534246575343,0.29136163974963125,22.262851971625537,18.025
911,1677.5,2019-03-01,put,94.3,63.65,64.75,7.0,1629.09,0.04657534246575343,0.23565990100648254,61.80153725840319,64.2
912,1677.5,2019-03-08,call,25.21,24.4,25.35,1.0,1629.09,0.06575342465753424,0.28917630935136224,29.344756034137504,24.875
913,1677.5,2019-03-08,put,75.45,68.65,70.9,1.0,1629.09,0.06575342465753424,0.2548102592818997,69.74791976568872,69.775
914,1677.5,2019-03-22,call,48.25,36.5,37.5,2.0,1629.09,0.10410958904109589,0.29112195305159316,42.238202917147305,37.0
915,1680.0,2019-02-22,call,10.1,9.05,9.35,111.0,1629.09,0.0273972602739726,0.2896978753250837,12.77478675119545,9.2
916,1680.0,2019-02-22,put,61.1,59.0,60.15,21.0,1629.09,0.0273972602739726,0.17589015106886624,53.56106080728546,59.575
917,1680.0,2019-03-01,call,17.6,16.85,17.4,25.0,1629.09,0.04657534246575343,0.2949675535571017,21.944301778460385,17.125
918,1680.0,2019-03-01,put,70.39,65.75,66.75,7.0,1629.09,0.04657534246575343,0.22958709044899794,62.88289509755691,66.25
919,1680.0,2019-03-08,call,20.0,23.0,23.75,13.0,1629.09,0.06575342465753424,0.29074490578325474,28.749058011303873,23.375
920,1680.0,2019-03-08,put,87.17,71.0,72.15,1.0,1629.09,0.06575342465753424,0.25036758686412125,70.76722784648928,71.575
921,1680.0,2019-03-15,put,104.56,75.9,76.75,1.0,1629.09,0.08493150684931507,0.25124844167269766,75.68266651383465,76.325
922,1680.0,2019-03-22,call,35.9,34.95,36.0,2.0,1629.09,0.10410958904109589,0.29178845496261496,41.458545636044505,35.475
923,1680.0,2019-03-22,put,69.62,80.75,82.95,1.0,1629.09,0.10410958904109589,0.26402980688327926,82.56482080697901,81.85
924,1680.0,2019-03-29,call,33.4,40.65,41.85,1.0,1629.09,0.1232876712328767,0.29062991927452386,46.733870825231406,41.25
925,1680.0,2019-04-18,call,54.4,54.15,55.25,20.0,1629.09,0.1780821917808219,0.2900573858143948,60.5750353706984,54.7
926,1680.0,2019-04-18,put,96.02,97.6,98.95,6.0,1629.09,0.1780821917808219,0.26951388364759277,98.76251609456654,98.275
927,1682.5,2019-02-15,call,2.7,2.39,2.52,51.0,1629.09,0.00821917808219178,0.3531821106381714,4.404642942131886,2.455
928,1682.5,2019-02-22,call,8.75,8.9,9.35,23.0,1629.09,0.0273972602739726,0.29622027935054157,12.720880050328049,9.125
929,1682.5,2019-02-22,put,90.9,59.9,61.1,1.0,1629.09,0.0273972602739726,0.18195920653909445,56.08160968018774,60.5
930,1682.5,2019-03-01,call,10.5,15.75,16.45,1.0,1629.09,0.04657534246575343,0.29118053502049296,20.70433620160236,16.1
931,1682.5,2019-03-01,put,87.05,67.8,69.1,1.0,1629.09,0.04657534246575343,0.23948182360067963,65.89278703765308,68.44999999999999
932,1682.5,2019-03-08,call,19.2,22.7,23.65,1.0,1629.09,0.06575342465753424,0.2912948826428503,28.00984780291219,23.174999999999997
933,1682.5,2019-03-22,call,26.05,33.65,34.7,2.0,1629.09,0.10410958904109589,0.2873033813512325,39.6514168910885,34.175
934,1685.0,2019-02-22,call,8.92,7.85,8.15,30.0,1629.09,0.0273972602739726,0.2951264798021317,12.008785315711577,8.0
935,1685.0,2019-02-22,put,112.76,62.75,63.75,150.0,1629.09,0.0273972602739726,0.18995107530057428,58.725269767157215,63.25
936,1685.0,2019-03-01,call,12.59,15.6,16.1,1.0,1629.09,0.04657534246575343,0.2943561523361691,20.363646454772265,15.850000000000001
937,1685.0,2019-03-01,put,116.49,69.2,70.3,70.0,1629.09,0.04657534246575343,0.23656299949165438,67.40021930478474,69.75
938,1685.0,2019-03-08,call,22.5,22.2,23.0,4.0,1629.09,0.06575342465753424,0.28887326859436924,26.829213596037903,22.6
939,1685.0,2019-03-08,put,88.45,74.4,76.05,1.0,1629.09,0.06575342465753424,0.24126461646815764,72.88382268852388,75.225
940,1685.0,2019-03-22,call,25.17,33.3,34.3,2.0,1629.09,0.10410958904109589,0.2862768995649926,38.563107144460105,33.8
941,1685.0,2019-03-22,put,100.05,112.0,118.65,2.0,1629.09,0.10410958904109589,0.28262236520064987,89.53434577121573,115.325
942,1685.0,2019-04-18,call,49.53,52.8,53.8,13.0,1629.09,0.1780821917808219,0.2894535599604621,58.49043703166785,53.3
943,1685.0,2019-04-18,put,104.55,100.25,101.85,1.0,1629.09,0.1780821917808219,0.2679891617595125,101.4347930440382,101.05
944,1687.5,2019-02-15,call,1.89,1.91,2.05,57.0,1629.09,0.00821917808219178,0.353236037863493,3.687468293894028,1.98
945,1687.5,2019-02-22,call,8.05,7.95,8.25,12.0,1629.09,0.0273972602739726,0.2966332607177645,11.545881940208574,8.1
946,1687.5,2019-03-01,call,11.1,14.9,15.35,1.0,1629.09,0.04657534246575343,0.2908590187126585,19.211548272043387,15.125
947,1687.5,2019-03-01,put,78.85,71.0,72.35,3.0,1629.09,0.04657534246575343,0.22966918082874271,68.49544236443603,71.675
948,1687.5,2019-03-08,call,21.0,21.1,21.7,9.0,1629.09,0.06575342465753424,0.2913244278779999,26.417324766837282,21.4
949,1687.5,2019-03-08,put,81.15,76.45,78.1,1.0,1629.09,0.06575342465753424,0.24583245846115054,75.3333092578855,77.275
950,1687.5,2019-03-22,put,94.45,115.05,123.9,1.0,1629.09,0.10410958904109589,0.29551391875291244,93.7464834047214,119.475
951,1690.0,2019-02-22,call,7.5,7.45,7.75,75.0,1629.09,0.0273972602739726,0.29234841931123295,10.617991674555299,7.6
952,1690.0,2019-02-22,put,72.17,66.7,68.5,7.0,1629.09,0.0273972602739726,0.16142534634113312,61.61477385788953,67.6
953,1690.0,2019-03-01,call,14.0,13.95,14.45,27.0,1629.09,0.04657534246575343,0.29358399948056785,18.847074216584076,14.2
954,1690.0,2019-03-01,put,103.65,72.9,74.2,3.0,1629.09,0.04657534246575343,0.24052748501662163,71.6216182617768,73.55000000000001
955,1690.0,2019-03-08,call,20.01,20.65,21.5,2.0,1629.09,0.06575342465753424,0.2895958881982788,25.38303365948775,21.075
956,1690.0,2019-03-08,put,98.15,78.95,79.95,1.0,1629.09,0.06575342465753424,0.24242356938816606,76.63188904495632,79.45
957,1690.0,2019-03-22,call,22.79,31.95,33.0,5.0,1629.09,0.10410958904109589,0.29003546810023484,37.59388090402581,32.475
958,1690.0,2019-03-22,put,88.8,86.95,88.8,2.0,1629.09,0.10410958904109589,0.26011793169539427,88.36841469263777,87.875
959,1690.0,2019-03-29,call,29.11,36.55,37.2,1.0,1629.09,0.1232876712328767,0.2873938554848172,42.41304519052903,36.875
960,1692.5,2019-02-15,call,2.01,1.6,1.81,45.0,1629.09,0.00821917808219178,0.36205798952460294,3.3346812074852323,1.705
961,1692.5,2019-02-22,call,6.85,6.8,7.1,17.0,1629.09,0.0273972602739726,0.29017685756623746,9.90159360779677,6.949999999999999
962,1692.5,2019-03-01,call,9.43,13.6,14.05,11.0,1629.09,0.04657534246575343,0.2933386410361528,18.136868481547538,13.825
963,1692.5,2019-03-01,put,86.85,74.35,76.0,1.0,1629.09,0.04657534246575343,0.23778053438056262,73.23134229078528,75.175
964,1692.5,2019-03-08,call,16.2,19.65,20.75,7.0,1629.09,0.06575342465753424,0.28527966312846165,23.98335777309626,20.2
965,1692.5,2019-03-22,put,78.1,118.65,128.65,2.0,1629.09,0.10410958904109589,0.2982251504252944,97.56654756814976,123.65
