Date,High_amzn,Low_amzn,Open_amzn,Close_amzn,Volume_amzn,Adj Close_amzn,High_spy,Low_spy,Open_spy,Close_spy,Volume_spy,Adj Close_spy,High_^vix,Low_^vix,Open_^vix,Close_^vix,Volume_^vix,Adj Close_^vix,High_aapl,Low_aapl,Open_aapl,Close_aapl,Volume_aapl,Adj Close_aapl
2019-01-02,1553.3599853515625,1460.9300537109375,1465.199951171875,1539.1300048828125,7983100,1539.1300048828125,251.2100067138672,245.9499969482422,245.97999572753906,250.17999267578125,126925200,250.17999267578125,28.530000686645508,23.049999237060547,27.540000915527344,23.219999313354492,0,23.219999313354492,158.85000610351562,154.22999572753906,154.88999938964844,157.9199981689453,37039700.0,157.24560546875
2019-01-03,1538.0,1497.1099853515625,1520.010009765625,1500.280029296875,6975600,1500.280029296875,248.57000732421875,243.6699981689453,248.22999572753906,244.2100067138672,144140700,244.2100067138672,26.600000381469727,24.049999237060547,25.68000030517578,25.450000762939453,0,25.450000762939453,145.72000122070312,142.0,143.97999572753906,142.19000244140625,91312200.0,141.58277893066406
2019-01-04,1594.0,1518.31005859375,1530.0,1575.3900146484375,9182600,1575.3900146484375,253.11000061035156,247.1699981689453,247.58999633789062,252.38999938964844,142628800,252.38999938964844,24.479999542236328,21.190000534057617,24.360000610351562,21.3799991607666,0,21.3799991607666,148.5500030517578,143.8000030517578,144.52999877929688,148.25999450683594,58607100.0,147.62684631347656
2019-01-07,1634.56005859375,1589.18994140625,1602.31005859375,1629.510009765625,7993200,1629.510009765625,255.9499969482422,251.69000244140625,252.69000244140625,254.3800048828125,103139100,254.3800048828125,22.709999084472656,20.90999984741211,22.059999465942383,21.399999618530273,0,21.399999618530273,148.8300018310547,145.89999389648438,148.6999969482422,147.92999267578125,54777800.0,147.2982635498047
2019-01-08,1676.6099853515625,1616.6099853515625,1664.68994140625,1656.5799560546875,8881400,1656.5799560546875,257.30999755859375,254.0,256.82000732421875,256.7699890136719,102512600,256.7699890136719,22.030000686645508,20.09000015258789,20.959999084472656,20.469999313354492,0,20.469999313354492,151.82000732421875,148.52000427246094,149.55999755859375,150.75,41025300.0,150.10621643066406
2019-01-09,1667.800048828125,1641.4000244140625,1652.97998046875,1659.4200439453125,6348800,1659.4200439453125,258.9100036621094,256.19000244140625,257.55999755859375,257.9700012207031,95006600,257.9700012207031,22.799999237060547,19.479999542236328,20.440000534057617,19.979999542236328,0,19.979999542236328,154.52999877929688,149.6300048828125,151.2899932861328,153.30999755859375,45099100.0,152.65528869628906
2019-01-10,1663.25,1621.6199951171875,1641.010009765625,1656.219970703125,6507700,1656.219970703125,259.1600036621094,255.5,256.260009765625,258.8800048828125,96823900,258.8800048828125,21.31999969482422,19.290000915527344,20.979999542236328,19.5,0,19.5,153.97000122070312,150.86000061035156,152.5,153.8000030517578,35780700.0,153.14320373535156
2019-01-11,1660.2900390625,1636.219970703125,1640.550048828125,1640.56005859375,4686200,1640.56005859375,259.010009765625,257.0299987792969,257.67999267578125,258.9800109863281,73858100,258.9800109863281,20.15999984741211,18.1200008392334,19.68000030517578,18.190000534057617,0,18.190000534057617,153.6999969482422,151.50999450683594,152.8800048828125,152.2899932861328,27023200.0,151.63963317871094
2019-01-14,1648.199951171875,1595.1500244140625,1615.0,1617.2099609375,6005900,1617.2099609375,258.29998779296875,256.4100036621094,256.8599853515625,257.3999938964844,70908200,257.3999938964844,20.270000457763672,18.700000762939453,19.84000015258789,19.06999969482422,0,19.06999969482422,151.27000427246094,149.22000122070312,150.85000610351562,150.0,32439200.0,149.3594207763672
2019-01-15,1675.1600341796875,1626.010009765625,1632.0,1674.56005859375,5998500,1674.56005859375,260.70001220703125,257.80999755859375,257.82000732421875,260.3500061035156,85208300,260.3500061035156,19.200000762939453,17.979999542236328,18.530000686645508,18.600000381469727,0,18.600000381469727,153.38999938964844,150.0500030517578,150.27000427246094,153.07000732421875,28710900.0,152.41632080078125
2019-01-16,1705.0,1675.8800048828125,1684.219970703125,1683.780029296875,6366900,1683.780029296875,261.9700012207031,260.6000061035156,260.8299865722656,260.9800109863281,77636700,260.9800109863281,19.040000915527344,17.760000228881836,18.079999923706055,19.040000915527344,0,19.040000915527344,155.8800048828125,153.0,153.0800018310547,154.94000244140625,30569700.0,154.27833557128906
2019-01-17,1700.1700439453125,1677.5,1680.0,1693.219970703125,4208900,1693.219970703125,263.9200134277344,259.9599914550781,260.010009765625,262.9599914550781,96118400,262.9599914550781,19.719999313354492,17.850000381469727,19.510000228881836,18.059999465942383,0,18.059999465942383,157.66000366210938,153.25999450683594,154.1999969482422,155.86000061035156,29821200.0,155.19439697265625
2019-01-18,1716.199951171875,1691.5400390625,1712.0,1696.199951171875,6020500,1696.199951171875,266.9800109863281,263.0,264.9800109863281,266.4599914550781,127900300,266.4599914550781,18.18000030517578,17.170000076293945,17.799999237060547,17.799999237060547,0,17.799999237060547,157.8800048828125,155.97999572753906,157.5,156.82000732421875,33751000.0,156.1503143310547
2019-01-22,1681.8699951171875,1610.199951171875,1681.0,1632.1700439453125,6416800,1632.1700439453125,265.05999755859375,261.05999755859375,264.82000732421875,262.8599853515625,115531200,262.8599853515625,21.149999618530273,18.200000762939453,18.530000686645508,20.799999237060547,0,20.799999237060547,156.72999572753906,152.6199951171875,156.41000366210938,153.3000030517578,30394000.0,152.6453399658203
2019-01-23,1657.4300537109375,1612.0,1656.0,1640.02001953125,5225200,1640.02001953125,264.7900085449219,260.6600036621094,264.010009765625,263.4100036621094,86030300,263.4100036621094,22.020000457763672,19.469999313354492,20.850000381469727,19.520000457763672,0,19.520000457763672,155.13999938964844,151.6999969482422,154.14999389648438,153.9199981689453,23130600.0,153.26268005371094
2019-01-24,1657.260009765625,1631.780029296875,1641.0699462890625,1654.9300537109375,4089900,1654.9300537109375,264.20001220703125,262.0799865722656,263.2099914550781,263.54998779296875,59204100,263.54998779296875,20.25,18.6299991607666,19.690000534057617,18.889999389648438,0,18.889999389648438,154.47999572753906,151.74000549316406,154.11000061035156,152.6999969482422,25441500.0,152.0478973388672
2019-01-25,1683.47998046875,1661.6099853515625,1670.5,1670.5699462890625,4945900,1670.5699462890625,266.70001220703125,263.6600036621094,265.6099853515625,265.7799987792969,96883400,265.7799987792969,18.459999084472656,17.309999465942383,18.43000030517578,17.420000076293945,0,17.420000076293945,158.1300048828125,154.32000732421875,155.47999572753906,157.75999450683594,33535500.0,157.08628845214844
2019-01-28,1645.0,1614.0899658203125,1643.5899658203125,1637.8900146484375,4837700,1637.8900146484375,263.8299865722656,261.7900085449219,263.3900146484375,263.760009765625,85613700,263.760009765625,20.420000076293945,18.420000076293945,18.559999465942383,18.8700008392334,0,18.8700008392334,156.3300018310547,153.66000366210938,155.7899932861328,156.3000030517578,26192100.0,155.6325225830078
2019-01-29,1632.3800048828125,1590.719970703125,1631.27001953125,1593.8800048828125,4632800,1593.8800048828125,264.54998779296875,262.4800109863281,263.9200134277344,263.4100036621094,66136300,263.4100036621094,19.93000030517578,18.420000076293945,19.450000762939453,19.1299991607666,0,19.1299991607666,158.1300048828125,154.11000061035156,156.25,154.67999267578125,41587200.0,154.01943969726562
2019-01-30,1676.949951171875,1619.6800537109375,1623.0,1670.4300537109375,5783800,1670.4300537109375,268.5199890136719,264.25,265.1000061035156,267.5799865722656,92473700,267.5799865722656,19.309999465942383,17.540000915527344,19.149999618530273,17.65999984741211,0,17.65999984741211,166.14999389648438,160.22999572753906,163.25,165.25,61109800.0,164.54429626464844
2019-01-31,1736.4100341796875,1679.0799560546875,1692.8499755859375,1718.72998046875,10910300,1718.72998046875,270.4700012207031,267.2699890136719,267.510009765625,269.92999267578125,104012100,269.92999267578125,17.719999313354492,16.540000915527344,17.389999389648438,16.56999969482422,0,16.56999969482422,169.0,164.55999755859375,166.11000061035156,166.44000244140625,40739600.0,165.72921752929688
2019-02-01,1673.06005859375,1622.010009765625,1638.8800048828125,1626.22998046875,11506200,1626.22998046875,271.20001220703125,269.17999267578125,270.1499938964844,270.05999755859375,85782500,270.05999755859375,16.829999923706055,16.079999923706055,16.6299991607666,16.139999389648438,0,16.139999389648438,168.97999572753906,165.92999267578125,166.9600067138672,166.52000427246094,32668100.0,165.8088836669922
2019-02-04,1649.6300048828125,1613.5,1623.0,1633.31005859375,4929100,1633.31005859375,272.0299987792969,269.3599853515625,270.1099853515625,271.9599914550781,60744800,271.9599914550781,16.729999542236328,15.600000381469727,16.719999313354492,15.729999542236328,0,15.729999542236328,171.66000366210938,167.27999877929688,167.41000366210938,171.25,31495500.0,170.5186767578125
2019-02-05,1665.260009765625,1642.5,1643.3399658203125,1658.81005859375,4453100,1658.81005859375,273.44000244140625,271.8800048828125,272.44000244140625,273.1000061035156,79552800,273.1000061035156,15.9399995803833,15.039999961853027,15.789999961853027,15.569999694824219,0,15.569999694824219,175.0800018310547,172.35000610351562,172.86000061035156,174.17999267578125,36101600.0,173.4361572265625
2019-02-06,1672.260009765625,1633.3399658203125,1670.75,1640.260009765625,3939900,1640.260009765625,273.3399963378906,271.9200134277344,272.7900085449219,272.739990234375,58347800,272.739990234375,15.869999885559082,15.09000015258789,15.4399995803833,15.380000114440918,0,15.380000114440918,175.57000732421875,172.85000610351562,174.64999389648438,174.24000549316406,28239600.0,173.49591064453125
2019-02-07,1625.5400390625,1592.9100341796875,1625.0,1614.3699951171875,4626600,1614.3699951171875,271.54998779296875,268.2900085449219,270.94000244140625,270.1400146484375,95482000,270.1400146484375,17.889999389648438,15.510000228881836,15.65999984741211,16.3700008392334,0,16.3700008392334,173.94000244140625,170.33999633789062,172.39999389648438,170.94000244140625,31741700.0,170.2100067138672
2019-02-08,1588.5899658203125,1566.760009765625,1586.0,1588.219970703125,5657500,1588.219970703125,270.5799865722656,267.8299865722656,268.75,270.4700012207031,75788900,270.4700012207031,17.6299991607666,15.619999885559082,16.809999465942383,15.720000267028809,0,15.720000267028809,170.66000366210938,168.4199981689453,168.99000549316406,170.41000366210938,23820000.0,170.41000366210938
2019-02-11,1609.2900390625,1586.0,1600.97998046875,1591.0,3317300,1591.0,271.489990234375,270.0299987792969,271.20001220703125,270.6199951171875,68021400,270.6199951171875,16.5,15.34000015258789,16.170000076293945,15.970000267028809,0,15.970000267028809,171.2100067138672,169.25,171.0500030517578,169.42999267578125,20993400.0,169.42999267578125
2019-02-12,1639.4000244140625,1598.8800048828125,1604.0,1638.010009765625,4858600,1638.010009765625,274.5199890136719,272.3399963378906,272.4200134277344,274.1000061035156,72270200,274.1000061035156,15.649999618530273,14.949999809265137,15.229999542236328,15.430000305175781,0,15.430000305175781,171.0,169.6999969482422,170.10000610351562,170.88999938964844,22283500.0,170.88999938964844
2019-02-13,1656.3800048828125,1637.1099853515625,1647.0,1640.0,3560300,1640.0,275.92999267578125,274.55999755859375,275.0299987792969,274.989990234375,65277200,274.989990234375,15.90999984741211,15.0,15.460000038146973,15.649999618530273,0,15.649999618530273,172.47999572753906,169.9199981689453,171.38999938964844,170.17999267578125,22490200.0,170.17999267578125
2019-02-14,1637.9000244140625,1606.06005859375,1624.5,1622.6500244140625,4120500,1622.6500244140625,275.6400146484375,272.8699951171875,273.7799987792969,274.3800048828125,83234400,274.3800048828125,17.270000457763672,15.300000190734863,15.609999656677246,16.219999313354492,0,16.219999313354492,171.25999450683594,169.3800048828125,169.7100067138672,170.8000030517578,21835700.0,170.8000030517578
2019-02-15,1628.9100341796875,1604.5,1627.8599853515625,1607.949951171875,4343900,1607.949951171875,277.4100036621094,276.1300048828125,276.3599853515625,277.3699951171875,97088700,277.3699951171875,16.81999969482422,14.789999961853027,16.81999969482422,14.90999984741211,0,14.90999984741211,171.6999969482422,169.75,171.25,170.4199981689453,24626800.0,170.4199981689453
2019-02-19,1634.0,1600.56005859375,1601.0,1627.5799560546875,3673800,1627.5799560546875,278.5799865722656,276.4700012207031,276.4800109863281,277.8500061035156,58877000,277.8500061035156,16.15999984741211,14.640000343322754,15.649999618530273,14.880000114440918,0,14.880000114440918,171.44000244140625,169.49000549316406,169.7100067138672,170.92999267578125,18962100.0,170.92999267578125
2019-02-20,1634.9300537109375,1611.8299560546875,1630.0,1619.2750244140625,1865203,1619.2750244140625,278.5400085449219,277.45001220703125,277.80999755859375,278.1321105957031,27963656,278.1321105957031,15.1899995803833,14.130000114440918,14.920000076293945,14.619999885559082,0,14.619999885559082,173.32000732421875,171.0,171.19000244140625,172.23500061035156,15411466.0,172.23500061035156
