Strike,Expiry,Type,Symbol,Last,Bid,Ask,Chg,PctChg,Vol,Open_Int,IV,Root,IsNonstandard,Underlying,Underlying_Price,Quote_Time,Last_Trade_Date,JSON
690.0,2019-02-15,put,AMZN190215P00690000,0.02,0.0,0.05,0.0,0.0,8.0,64.0,2.1171922070312497,AMZN,False,AMZN,1591.13,2019-02-11 15:31:05,2019-01-25 18:35:43,"{'contractSymbol': 'AMZN190215P00690000', 'strike': 690.0, 'currency': 'USD', 'lastPrice': 0.02, 'change': 0.0, 'percentChange': 0.0, 'volume': 8, 'openInterest': 64, 'bid': 0.0, 'ask': 0.05, 'contractSize': 'REGULAR', 'expiration': 1550188800, 'lastTradeDate': 1548441343, 'impliedVolatility': 2.1171922070312497, 'inTheMoney': False}"
710.0,2019-02-15,call,AMZN190215C00710000,928.14,881.25,888.45,0.0,0.0,10.0,10.0,3.467530628051758,AMZN,False,AMZN,1591.13,2019-02-11 15:31:05,2019-01-19 04:49:48,"{'contractSymbol': 'AMZN190215C00710000', 'strike': 710.0, 'currency': 'USD', 'lastPrice': 928.14, 'change': 0.0, 'percentChange': 0.0, 'volume': 10, 'openInterest': 10, 'bid': 881.25, 'ask': 888.45, 'contractSize': 'REGULAR', 'expiration': 1550188800, 'lastTradeDate': 1547873388, 'impliedVolatility': 3.467530628051758, 'inTheMoney': True}"
750.0,2019-04-18,put,AMZN190418P00750000,0.26,0.0,0.3,0.0,0.0,10.0,254.0,0.6044961425781252,AMZN,False,AMZN,1591.13,2019-02-11 15:31:05,2019-02-08 16:00:49,"{'contractSymbol': 'AMZN190418P00750000', 'strike': 750.0, 'currency': 'USD', 'lastPrice': 0.26, 'change': 0.0, 'percentChange': 0.0, 'volume': 10, 'openInterest': 254, 'bid': 0.0, 'ask': 0.3, 'contractSize': 'REGULAR', 'expiration': 1555545600, 'lastTradeDate': 1549641649, 'impliedVolatility': 0.6044961425781252, 'inTheMoney': False}"
760.0,2019-03-15,call,AMZN190315C00760000,881.0,834.15,844.0,0.0,0.0,10.0,7.0,1.4236479013061523,AMZN,False,AMZN,1591.13,2019-02-11 15:31:05,2019-01-30 14:49:01,"{'contractSymbol': 'AMZN190315C00760000', 'strike': 760.0, 'currency': 'USD', 'lastPrice': 881.0, 'change': 0.0, 'percentChange': 0.0, 'volume': 10, 'openInterest': 7, 'bid': 834.15, 'ask': 844.0, 'contractSize': 'REGULAR', 'expiration': 1552608000, 'lastTradeDate': 1548859741, 'impliedVolatility': 1.4236479013061523, 'inTheMoney': True}"
760.0,2019-03-15,put,AMZN190315P00760000,0.03,0.0,0.04,0.0,0.0,20.0,369.0,0.7187528125,AMZN,False,AMZN,1591.13,2019-02-11 15:31:05,2019-02-07 15:39:23,"{'contractSymbol': 'AMZN190315P00760000', 'strike': 760.0, 'currency': 'USD', 'lastPrice': 0.03, 'change': 0.0, 'percentChange': 0.0, 'volume': 20, 'openInterest': 369, 'bid': 0.0, 'ask': 0.04, 'contractSize': 'REGULAR', 'expiration': 1552608000, 'lastTradeDate': 1549553963, 'impliedVolatility': 0.7187528125, 'inTheMoney': False}"
760.0,2019-04-18,call,AMZN190418C00760000,611.95,835.75,845.75,0.0,0.0,0.0,2.0,1.0372972940063478,AMZN,False,AMZN,1591.13,2019-02-11 15:31:05,2018-12-24 14:34:49,"{'contractSymbol': 'AMZN190418C00760000', 'strike': 760.0, 'currency': 'USD', 'lastPrice': 611.95, 'change': 0.0, 'percentChange': 0.0, 'volume': 0, 'openInterest': 2, 'bid': 835.75, 'ask': 845.75, 'contractSize': 'REGULAR', 'expiration': 1555545600, 'lastTradeDate': 1545662089, 'impliedVolatility': 1.0372972940063478, 'inTheMoney': True}"
760.0,2019-04-18,put,AMZN190418P00760000,0.36,0.0,0.58,0.0,0.0,5.0,7.0,0.6333044482421876,AMZN,False,AMZN,1591.13,2019-02-11 15:31:05,2019-02-01 19:25:41,"{'contractSymbol': 'AMZN190418P00760000', 'strike': 760.0, 'currency': 'USD', 'lastPrice': 0.36, 'change': 0.0, 'percentChange': 0.0, 'volume': 5, 'openInterest': 7, 'bid': 0.0, 'ask': 0.58, 'contractSize': 'REGULAR', 'expiration': 1555545600, 'lastTradeDate': 1549049141, 'impliedVolatility': 0.6333044482421876, 'inTheMoney': False}"
765.0,2019-02-15,put,AMZN190215P00765000,0.05,0.0,0.05,0.0,0.0,5.0,5.0,1.8671881640625,AMZN,False,AMZN,1591.13,2019-02-11 15:31:05,2019-01-19 04:50:04,"{'contractSymbol': 'AMZN190215P00765000', 'strike': 765.0, 'currency': 'USD', 'lastPrice': 0.05, 'change': 0.0, 'percentChange': 0.0, 'volume': 5, 'openInterest': 5, 'bid': 0.0, 'ask': 0.05, 'contractSize': 'REGULAR', 'expiration': 1550188800, 'lastTradeDate': 1547873404, 'impliedVolatility': 1.8671881640625, 'inTheMoney': False}"
765.0,2019-03-15,call,AMZN190315C00765000,877.7,828.05,838.05,0.0,0.0,2.0,2.0,1.3760407174682614,AMZN,False,AMZN,1591.13,2019-02-11 15:31:05,2019-01-28 14:32:19,"{'contractSymbol': 'AMZN190315C00765000', 'strike': 765.0, 'currency': 'USD', 'lastPrice': 877.7, 'change': 0.0, 'percentChange': 0.0, 'volume': 2, 'openInterest': 2, 'bid': 828.05, 'ask': 838.05, 'contractSize': 'REGULAR', 'expiration': 1552608000, 'lastTradeDate': 1548685939, 'impliedVolatility': 1.3760407174682614, 'inTheMoney': True}"
765.0,2019-03-15,put,AMZN190315P00765000,0.3,0.0,0.12,0.0,0.0,5.0,6.0,0.7773459765625,AMZN,False,AMZN,1591.13,2019-02-11 15:31:05,2019-01-16 18:07:02,"{'contractSymbol': 'AMZN190315P00765000', 'strike': 765.0, 'currency': 'USD', 'lastPrice': 0.3, 'change': 0.0, 'percentChange': 0.0, 'volume': 5, 'openInterest': 6, 'bid': 0.0, 'ask': 0.12, 'contractSize': 'REGULAR', 'expiration': 1552608000, 'lastTradeDate': 1547662022, 'impliedVolatility': 0.7773459765625, 'inTheMoney': False}"
