Date,High,Low,Open,Close,Volume,Adj Close
2018-01-02,268.80999755859375,267.3999938964844,267.8399963378906,268.7699890136719,86655700.0,263.75994873046875
2018-01-03,270.6400146484375,268.9599914550781,268.9599914550781,270.4700012207031,90070400.0,265.4282531738281
2018-01-04,272.1600036621094,270.5400085449219,271.20001220703125,271.6099853515625,80636400.0,266.5469970703125
2018-01-05,273.55999755859375,271.95001220703125,272.510009765625,273.4200134277344,83524000.0,268.3232727050781
2018-01-08,274.1000061035156,272.9800109863281,273.30999755859375,273.9200134277344,57319200.0,268.8139343261719
2018-01-09,275.25,274.0799865722656,274.3999938964844,274.5400085449219,57254000.0,269.42236328125
2018-01-10,274.4200134277344,272.9200134277344,273.67999267578125,274.1199951171875,69574300.0,269.0102233886719
2018-01-11,276.1199951171875,274.55999755859375,274.75,276.1199951171875,62361500.0,270.972900390625
2018-01-12,278.1099853515625,276.0799865722656,276.4200134277344,277.9200134277344,90816100.0,272.7393798828125
2018-01-16,280.0899963378906,276.17999267578125,279.3500061035156,276.9700012207031,106555100.0,271.80706787109375
2018-01-17,280.04998779296875,276.9700012207031,278.0299987792969,279.6099853515625,109354500.0,274.3978271484375
2018-01-18,279.9599914550781,278.5799865722656,279.4800109863281,279.1400146484375,100728000.0,273.9366455078125
2018-01-19,280.4100036621094,279.1400146484375,279.79998779296875,280.4100036621094,140920100.0,275.18292236328125
2018-01-22,282.69000244140625,280.1099853515625,280.1700134277344,282.69000244140625,91322400.0,277.4204406738281
2018-01-23,283.6199951171875,282.3699951171875,282.739990234375,283.2900085449219,97084700.0,278.00927734375
2018-01-24,284.70001220703125,281.8399963378906,284.0199890136719,283.17999267578125,134816100.0,277.9013366699219
2018-01-25,284.2699890136719,282.3999938964844,284.1600036621094,283.29998779296875,84587300.0,278.01904296875
2018-01-26,286.6300048828125,283.9599914550781,284.25,286.5799865722656,107743100.0,281.2379455566406
2018-01-29,286.42999267578125,284.5,285.92999267578125,284.67999267578125,90118300.0,279.3733215332031
2018-01-30,284.739990234375,281.2200012207031,282.6000061035156,281.760009765625,131796400.0,276.5078125
2018-01-31,283.29998779296875,280.67999267578125,282.7300109863281,281.8999938964844,108364800.0,276.64520263671875
2018-02-01,283.05999755859375,280.67999267578125,281.07000732421875,281.5799865722656,90102500.0,276.3311462402344
2018-02-02,280.2300109863281,275.4100036621094,280.0799865722656,275.45001220703125,173174800.0,270.3154296875
2018-02-05,275.8500061035156,263.30999755859375,273.45001220703125,263.92999267578125,294681800.0,259.0101318359375
2018-02-06,269.70001220703125,258.70001220703125,259.94000244140625,269.1300048828125,355026800.0,264.11322021484375
2018-02-07,272.3599853515625,267.5799865722656,268.5,267.6700134277344,167376100.0,262.6804504394531
2018-02-08,268.1700134277344,257.5899963378906,268.010009765625,257.6300048828125,246449500.0,252.82760620117188
2018-02-09,263.6099853515625,252.9199981689453,260.79998779296875,261.5,283565300.0,256.6254577636719
2018-02-12,267.010009765625,261.6600036621094,263.8299865722656,265.3399963378906,143736000.0,260.39385986328125
2018-02-13,266.6199951171875,263.30999755859375,263.9700012207031,266.0,81223600.0,261.04156494140625
2018-02-14,270.0,264.29998779296875,264.30999755859375,269.5899963378906,120735700.0,264.5646667480469
2018-02-15,273.0400085449219,268.7699890136719,271.57000732421875,273.0299987792969,111200300.0,267.9405212402344
2018-02-16,275.32000732421875,272.2699890136719,272.32000732421875,273.1099853515625,160420100.0,268.0190124511719
2018-02-20,273.6700134277344,270.5,272.0299987792969,271.3999938964844,86369700.0,266.34088134765625
2018-02-21,274.7200012207031,269.94000244140625,271.8999938964844,270.04998779296875,98883700.0,265.0160827636719
2018-02-22,273.04998779296875,269.6400146484375,271.1000061035156,270.3999938964844,110511300.0,265.35955810546875
2018-02-23,274.7099914550781,271.25,271.7900085449219,274.7099914550781,92766400.0,269.5892028808594
2018-02-26,278.010009765625,275.260009765625,275.92999267578125,277.8999938964844,86491400.0,272.7197570800781
2018-02-27,278.9200134277344,274.3599853515625,278.1099853515625,274.42999267578125,99099200.0,269.3144226074219
2018-02-28,276.19000244140625,271.2900085449219,275.67999267578125,271.6499938964844,121907800.0,266.5862731933594
2018-03-01,273.1700134277344,266.0,271.4100036621094,267.70001220703125,176855100.0,262.7098693847656
2018-03-02,269.7200012207031,264.82000732421875,265.79998779296875,269.0799865722656,139083200.0,264.06414794921875
2018-03-05,272.8900146484375,267.6099853515625,267.7300109863281,272.19000244140625,97307400.0,267.1161804199219
2018-03-06,273.3900146484375,271.17999267578125,273.29998779296875,272.8800048828125,79213200.0,267.7933349609375
2018-03-07,273.17999267578125,270.20001220703125,270.4200134277344,272.7799987792969,87063500.0,267.6952209472656
2018-03-08,274.239990234375,272.4200134277344,273.54998779296875,274.1000061035156,66901200.0,268.9906005859375
2018-03-09,278.8699951171875,275.3399963378906,275.70001220703125,278.8699951171875,113625300.0,273.6716613769531
2018-03-12,279.9100036621094,278.0799865722656,279.20001220703125,278.5199890136719,71924800.0,273.3282165527344
2018-03-13,280.4100036621094,276.0299987792969,279.8399963378906,276.7200012207031,91968900.0,271.561767578125
2018-03-14,278.0199890136719,274.6700134277344,277.80999755859375,275.29998779296875,105895100.0,270.168212890625
2018-03-15,276.6099853515625,274.42999267578125,275.8800048828125,275.0,83433000.0,269.873779296875
2018-03-16,275.3900146484375,274.1400146484375,274.5,274.20001220703125,100343700.0,270.1664733886719
2018-03-19,274.3999938964844,268.6199951171875,273.3500061035156,270.489990234375,109208400.0,266.510986328125
2018-03-20,271.6700134277344,270.17999267578125,270.94000244140625,270.95001220703125,59757300.0,266.9642639160156
2018-03-21,273.2699890136719,270.19000244140625,270.8999938964844,270.42999267578125,78709600.0,266.451904296875
2018-03-22,268.8699951171875,263.3599853515625,267.9100036621094,263.6700134277344,148785900.0,259.7913513183594
2018-03-23,264.5400085449219,257.8299865722656,264.1700134277344,258.04998779296875,183534800.0,254.25399780273438
2018-03-26,265.42999267578125,259.4100036621094,262.1300048828125,265.1099853515625,141956100.0,261.2101745605469
2018-03-27,266.7699890136719,258.8399963378906,266.1700134277344,260.6000061035156,129941400.0,256.7665100097656
2018-03-28,262.6400146484375,258.5799865722656,260.75,259.8299865722656,146452300.0,256.0077819824219
2018-03-29,265.260009765625,259.8399963378906,261.1199951171875,263.1499938964844,111601600.0,259.27899169921875
2018-04-02,263.1300048828125,254.6699981689453,262.54998779296875,257.4700012207031,186286300.0,253.6825408935547
2018-04-03,261.30999755859375,256.8399963378906,258.8699951171875,260.7699890136719,119956900.0,256.93402099609375
2018-04-04,264.3599853515625,256.6000061035156,256.75,263.55999755859375,123715300.0,259.6829528808594
2018-04-05,266.6400146484375,264.32000732421875,265.54998779296875,265.6400146484375,82652600.0,261.73236083984375
2018-04-06,265.1099853515625,258.0,263.4200134277344,259.7200012207031,179521200.0,255.89942932128906
2018-04-09,264.8399963378906,259.94000244140625,261.3699951171875,261.0,105442900.0,257.1606140136719
2018-04-10,266.0400085449219,262.9800109863281,264.2699890136719,265.1499938964844,103529000.0,261.24957275390625
2018-04-11,265.6400146484375,263.3900146484375,263.4700012207031,263.760009765625,91140200.0,259.8800354003906
2018-04-12,267.0,265.05999755859375,265.260009765625,265.92999267578125,68890500.0,262.0180969238281
2018-04-13,267.5400085449219,264.010009765625,267.4100036621094,265.1499938964844,85079200.0,261.24957275390625
2018-04-16,268.20001220703125,266.07000732421875,267.0,267.3299865722656,63405300.0,263.3974914550781
2018-04-17,270.8699951171875,268.75,269.3299865722656,270.19000244140625,64682000.0,266.2154235839844
2018-04-18,271.29998779296875,269.8699951171875,270.69000244140625,270.3900146484375,57303900.0,266.4125061035156
2018-04-19,269.8800048828125,267.7200012207031,269.6499938964844,268.8900146484375,77655900.0,264.9345703125
2018-04-20,269.05999755859375,265.6099853515625,268.80999755859375,266.6099853515625,99953100.0,262.6880798339844
2018-04-23,267.8900146484375,265.3500061035156,267.260009765625,266.57000732421875,65558000.0,262.648681640625
2018-04-24,267.9800109863281,261.2799987792969,267.7300109863281,262.9800109863281,112885500.0,259.11151123046875
2018-04-25,264.1300048828125,260.8500061035156,262.9100036621094,263.6300048828125,103840900.0,259.7519226074219
2018-04-26,267.25,264.2900085449219,264.7900085449219,266.30999755859375,67731900.0,262.39251708984375
